merchant,industry,first_charge_date,country,business_size,subscription_volume,checkout_volume,payment_link_volume,total_volume,active_days,seasonality_score,best_period_days,best_acf,acf_7,acf_14,acf_30,acf_60,acf_91,cycle_type
71865b1f,Food & drink,2040-06-30 00:00:00+00:00,GB,small,0,1160607,0,3756179,275,0.7546411178978173,7.0,0.7546411178978173,0.7546411178978173,0.698005830056254,0.16166316249962262,0.12515294327375104,0.1290486786101426,weekly
6f5ad692,Food & drink,2040-03-26 00:00:00+00:00,SK,small,0,11274377,0,11274377,281,0.7515422413778867,7.0,0.7515422413778867,0.7515422413778867,0.6084083974729522,-0.18931405770788184,-0.19273316158844306,0.35090257239563794,weekly
9f9aa5d4,Education,2037-11-21 00:00:00+00:00,FR,small,0,3429347,0,3429347,243,0.7479934239903216,7.0,0.7479934239903216,0.7479934239903216,0.5414134939172809,0.2017573412654477,0.04132956353929909,-0.0846082351284581,weekly
fd87f37b,Food & drink,2041-04-09 00:00:00+00:00,GB,small,0,19891305,0,19891305,346,0.7469830494488534,7.0,0.7469830494488534,0.7469830494488534,0.6877202019730239,-0.08788642017515787,-0.3462420446117888,0.532847173402413,weekly
b50809ba,Software,2037-07-01 00:00:00+00:00,US,small,0,22426500,0,22426500,170,0.7408707627139491,7.0,0.7408707627139491,0.7408707627139491,0.6109792027139525,0.3729674607841736,0.03353303833289916,-0.05573452401402003,weekly
633d7af7,Food & drink,2042-04-16 00:00:00+00:00,GB,small,0,1574204,0,1574204,50,0.7401736610552159,7.0,0.7401736610552159,0.7401736610552159,0.616165722804386,0.3062898248002214,-0.013281044347198834,-0.022248338127295115,weekly
4e10a67b,Education,2039-05-28 00:00:00+00:00,SG,small,0,333435951,0,335123061,418,0.739157213194278,7.0,0.739157213194278,0.739157213194278,0.7207559645259671,-0.12820226952575073,-0.21740906638210206,0.5047529671675693,weekly
4fb30b39,Food & drink,2041-06-18 00:00:00+00:00,GB,small,0,7816088,0,7816088,306,0.7340162430495322,14.0,0.7340162430495322,0.6974182506069609,0.7340162430495322,-0.10812151378729863,-0.1260612745708861,0.4859529736542178,biweekly
144c7dfe,Digital goods,2042-01-15 00:00:00+00:00,PL,small,0,2406896,0,2406896,90,0.7320708512972641,7.0,0.7320708512972641,0.7320708512972641,0.5328623987357349,0.10676630418340709,-0.04907408179560787,-0.0017142483239413714,weekly
7975bdad,Travel & lodging,2037-01-18 00:00:00+00:00,ES,small,0,19009963,0,27860051,61,0.7297715859630662,7.0,0.7297715859630662,0.7297715859630662,0.5791307605509785,0.25120687498185845,-0.01417709717786949,-0.021501930719768744,weekly
cd7b71d9,Transportation & car rental,2041-07-20 00:00:00+00:00,AU,small,0,32564331,0,137723066,328,0.7282408991978657,7.0,0.7282408991978657,0.7282408991978657,0.6384730712207614,0.47985078238743356,0.2990712308276823,0.03879542162133815,weekly
b69070d3,Others,2041-10-05 00:00:00+00:00,GB,small,0,0,26038695,29504859,209,0.7273631657961714,7.0,0.7273631657961714,0.7273631657961714,0.6241457769453572,0.4466844935701383,0.3017022852695592,0.15372227328841773,weekly
7a22717e,Transportation & car rental,2042-04-14 00:00:00+00:00,AE,small,0,0,34613935,34613935,37,0.7259461291714985,7.0,0.7259461291714985,0.7259461291714985,0.5158879034372779,0.008170503992904945,-0.029692259330445826,-0.01635658669522511,weekly
15adad8e,Clothing & accessory,2036-05-06 00:00:00+00:00,IE,small,0,6382155,0,33454765,384,0.7203339002799676,7.0,0.7203339002799676,0.7203339002799676,0.6758662201989064,0.5243958007851021,0.2822140860988827,0.05647428858072013,weekly
e2018d64,Food & drink,2041-11-24 00:00:00+00:00,IT,small,0,1516839,0,1516839,189,0.7184139505492203,7.0,0.7184139505492203,0.7184139505492203,0.5993692077507194,0.1964825558598005,0.1487894095615386,0.2824058401115646,weekly
0ea56037,Food & drink,2041-01-23 00:00:00+00:00,GB,small,0,1987008,0,1987008,156,0.7172073548124069,7.0,0.7172073548124069,0.7172073548124069,0.6029139741606133,0.327529956913142,0.04498193611294938,0.12676815459521734,weekly
0d927dc4,Food & drink,2039-06-29 00:00:00+00:00,GB,small,0,1496086,0,5429005,327,0.7167158519943659,7.0,0.7167158519943659,0.7167158519943659,0.7122277275187762,0.2763368209353277,0.045573033414024036,0.14342209828159552,weekly
5fe9d03a,Clothing & accessory,2040-07-21 00:00:00+00:00,NL,small,0,14516055,0,14516055,416,0.714749009236663,7.0,0.714749009236663,0.714749009236663,0.6697760909436167,0.5983901125680897,0.3696122379488008,0.25001522410570814,weekly
c57d8f9d,Digital goods,2041-12-27 00:00:00+00:00,IN,small,0,11745095,0,11745095,178,0.7116547465396946,7.0,0.7116547465396946,0.7116547465396946,0.6779431492459869,0.5416757942230924,0.3453843489658451,0.23824190558054437,weekly
9f819b41,Food & drink,2040-08-12 00:00:00+00:00,GB,small,0,6049780,0,6118213,83,0.7052634487385218,7.0,0.7052634487385218,0.7052634487385218,0.6315627699451318,0.01656156129163605,0.004575278866907186,0.0214324769384831,weekly
4535aa08,Ticketing & events,2041-04-13 00:00:00+00:00,CA,small,0,0,208153,208153,93,0.7001290959847202,7.0,0.7001290959847202,0.7001290959847202,0.5711921060560693,0.17325643117192013,-0.08014566220955825,-0.05268915098986797,weekly
e2b5e069,Ticketing & events,2037-12-12 00:00:00+00:00,CA,medium,0,113367328,0,216340717,418,0.6934525360732523,7.0,0.6934525360732523,0.6934525360732523,0.5348432554080859,0.18034401846068746,-0.08062318389592396,-0.017340449308410933,weekly
72744eea,Leisure,2041-05-25 00:00:00+00:00,SK,small,0,8923439,17772,8947213,318,0.6929056089538755,7.0,0.6929056089538755,0.6929056089538755,0.652136192754964,0.5448137442962968,0.2798038208497053,-0.013116906082542562,weekly
54e97f43,Merchandise,2040-03-19 00:00:00+00:00,HK,small,0,11241283,0,11257997,219,0.6914264533705018,7.0,0.6914264533705018,0.6914264533705018,0.5302256284101541,0.3783012346445721,-0.014314282726504372,-0.3223230318456381,weekly
bacc137a,Leisure,2040-08-25 00:00:00+00:00,IT,small,0,10837423,0,10837423,146,0.690161490992408,7.0,0.690161490992408,0.690161490992408,0.5517710671263296,0.33790867993289625,-0.036006143597429596,-0.15637464314328647,weekly
4af7ad84,Ticketing & events,2041-04-19 00:00:00+00:00,MX,small,0,148756800,0,148941200,395,0.6883944718920197,7.0,0.6883944718920197,0.6883944718920197,0.6340485441035423,0.3717485906889785,0.2646672562910651,0.3150740652679094,weekly
d73ebb85,Software,2041-02-02 00:00:00+00:00,DE,small,0,53669,0,53669,37,0.6869579512144279,7.0,0.6869579512144279,0.6869579512144279,0.3741909804161052,0.017057025461453382,-0.012190506416460013,-0.016900065767327083,weekly
dbe509be,"Medical services, drugs, testing labs & equipment medium",2041-03-15 00:00:00+00:00,IT,small,0,15786352,2413,16398244,180,0.68148981376509,7.0,0.68148981376509,0.68148981376509,0.4597824535575755,0.0550898339434551,-0.08008754195979279,-0.0909479451355853,weekly
2a7b84a6,Food & drink,2040-04-25 00:00:00+00:00,GB,small,0,562680,0,1892285,270,0.6800676007877413,7.0,0.6800676007877413,0.6800676007877413,0.6645545240150941,0.1830166453148767,0.08316572367069565,0.09759544426600439,weekly
febbd690,Digital goods,2042-03-22 00:00:00+00:00,CY,large,0,14240683,0,14240683,86,0.6778924072214695,7.0,0.6778924072214695,0.6778924072214695,0.41531184495983614,0.17641390760540318,0.09101370624986574,-0.01864542205447426,weekly
39b25ea7,Others,2041-09-01 00:00:00+00:00,US,small,0,52360659,0,52360659,191,0.6736869530697982,7.0,0.6736869530697982,0.6736869530697982,0.5146150413854419,0.06640348883129304,-0.009451971479624413,-0.01056490576809028,weekly
bccff876,Grocery & food stores,2040-11-04 00:00:00+00:00,GB,small,0,489186,0,3612207,331,0.6734477901894783,7.0,0.6734477901894783,0.6734477901894783,0.5597630279103849,0.19304147669838737,-0.015957471882340264,-0.01865560485832956,weekly
317adffd,Grocery & food stores,2039-10-31 00:00:00+00:00,GB,small,0,9317040,0,44813605,415,0.6721495805334464,7.0,0.6721495805334464,0.6721495805334464,0.6501040767266061,0.3103762864831613,0.028374805684458337,0.11780244092341904,weekly
ec31660a,Grocery & food stores,2042-01-05 00:00:00+00:00,MY,small,0,0,16798646,18333720,158,0.6715995660634634,7.0,0.6715995660634634,0.6715995660634634,0.629612102505751,0.5281419753617075,0.31858892845730347,0.05236201428264689,weekly
6441cb53,Ticketing & events,2041-04-30 00:00:00+00:00,NO,small,0,15239029,0,15261394,153,0.6709691358491253,7.0,0.6709691358491253,0.6709691358491253,0.609436519735015,0.275886204103153,0.023714133118295164,-0.04494977161244745,weekly
832f5641,Business services,2041-03-19 00:00:00+00:00,AU,small,0,82232441,0,82232441,218,0.670166227681447,7.0,0.670166227681447,0.670166227681447,0.6203950178073842,0.28336650196759855,0.05666544485066378,0.03208095801856394,weekly
22abe914,Others,2042-02-15 00:00:00+00:00,GB,small,0,3868850,0,5166408,99,0.6677181645888658,7.0,0.6677181645888658,0.6677181645888658,0.533513516284476,0.2575554591987219,0.10689773880434453,-0.009997734502838607,weekly
a249bbfe,Clothing & accessory,2042-03-10 00:00:00+00:00,US,small,0,39403194,0,39403194,105,0.6661197255196873,7.0,0.6661197255196873,0.6661197255196873,0.5792941946799537,0.44987376873643276,0.2470770448715869,-0.013213190223652287,weekly
dbca5427,Clothing & accessory,2041-06-15 00:00:00+00:00,US,medium,0,641350093,0,648000188,124,0.6652528794612078,7.0,0.6652528794612078,0.6652528794612078,0.5760206821876326,0.3001701542818532,-0.028608615771168924,-0.052261905360204815,weekly
ac26c5d4,Personal services,2041-02-25 00:00:00+00:00,BG,small,0,36009647,0,36009647,128,0.661342738795848,7.0,0.661342738795848,0.661342738795848,0.47371536509269996,0.22375003468953267,0.00864257246371648,-0.061666201562712374,weekly
8798bfc4,Art & photography,2035-02-23 00:00:00+00:00,NO,small,0,19529855,0,21989192,251,0.6545016717702109,7.0,0.6545016717702109,0.6545016717702109,0.6238695037470209,0.5026508645452394,0.17781508413729982,-0.020888937416048473,weekly
0f421685,Business services,2042-03-06 00:00:00+00:00,GB,small,0,0,187447,187447,85,0.6536146289776038,7.0,0.6536146289776038,0.6536146289776038,0.5350768479343604,0.34224700618565107,0.1139826256052986,-0.014101171875258962,weekly
bea35a3b,Ticketing & events,2041-05-24 00:00:00+00:00,RO,small,0,5591996,0,5591996,79,0.6535178858460475,7.0,0.6535178858460475,0.6535178858460475,0.5224458565399503,0.12015715403151267,-0.08149386196454746,0.01084918305735501,weekly
4d14e1d6,Software,2040-11-20 00:00:00+00:00,US,small,0,22954990,17500,22977490,314,0.6486361114993637,7.0,0.6486361114993637,0.6486361114993637,0.5903420657353888,0.3976229064932448,0.2501860692793114,0.15071261422167623,weekly
c6d70ad4,Software,2040-09-30 00:00:00+00:00,NL,small,0,10470872,40355,10511227,385,0.6473182075082526,7.0,0.6473182075082526,0.6473182075082526,0.42561470968249565,0.06041027917402967,-0.06562673664809114,-0.04922844521723257,weekly
c7bd19d1,Digital goods,2040-08-11 00:00:00+00:00,BR,small,0,5902400,38600000,44503400,201,0.6424797928492783,7.0,0.6424797928492783,0.6424797928492783,0.3888838781230684,-0.18532795389411236,0.36092231997769886,-0.14873039870645566,weekly
ad2a9bc0,"Medical services, drugs, testing labs & equipment medium",2040-10-29 00:00:00+00:00,AT,small,0,23234222,0,23234222,389,0.6410807843153112,7.0,0.6410807843153112,0.6410807843153112,0.6221427652619078,0.25381635020630755,0.15648626749826192,0.28792827148448247,weekly
f573acf9,Software,2041-04-30 00:00:00+00:00,IT,small,0,4924990,0,4924990,32,0.6398457328755963,7.0,0.6398457328755963,0.6398457328755963,0.4563957758862011,0.020235509964734756,-0.008727161876058768,-0.013236195512022488,weekly
9c7ac903,Software,2042-03-23 00:00:00+00:00,NO,small,0,9847620,4219,9851839,91,0.6396599309299477,7.0,0.6396599309299477,0.6396599309299477,0.4965019739270712,0.3701487923078764,0.1810600907868819,-0.0365408590661912,weekly
0de5b7bd,Personal services,2038-01-02 00:00:00+00:00,US,small,0,2210736,7999,2218735,109,0.6387320990797217,7.0,0.6387320990797217,0.6387320990797217,0.5446361944051151,0.36109925972451096,0.15931972657076454,0.06048745163859632,weekly
214d3597,Food & drink,2041-09-11 00:00:00+00:00,GB,small,0,674940,0,2846232,247,0.6356846593022716,7.0,0.6356846593022716,0.6356846593022716,0.5935365684822166,0.3288387307004429,0.08930686744845982,-0.03160801688419291,weekly
af013cfd,Food & drink,2040-04-30 00:00:00+00:00,GB,small,0,318002,0,2779649,311,0.6334056624983667,7.0,0.6334056624983667,0.6334056624983667,0.44047992864682556,0.03598381249474684,-0.08317677701989673,-0.0801634780422556,weekly
4ed06abb,"Medical services, drugs, testing labs & equipment medium",2041-07-09 00:00:00+00:00,FR,small,0,0,3060792,3060792,79,0.6236438614265853,7.0,0.6236438614265853,0.6236438614265853,0.5932903452249465,0.2575770091262902,-0.04956725283590007,-0.13333689639609342,weekly
ee99abe4,Furnishing,2039-06-18 00:00:00+00:00,IT,small,0,13540870,82647,61363366,399,0.6214550620229707,7.0,0.6214550620229707,0.6214550620229707,0.5774027716628363,0.41005829335684946,0.046062846712886664,-0.028639606995822027,weekly
76d1e204,Transportation & car rental,2041-03-26 00:00:00+00:00,GB,small,0,30852851,0,33121626,412,0.6201411833586855,7.0,0.6201411833586855,0.6201411833586855,0.5768707769444132,0.24827154440921745,-0.11330530957606154,-0.1740620738790193,weekly
52754233,Ticketing & events,2041-10-27 00:00:00+00:00,SG,small,0,17088486,0,17088486,49,0.6196011042783123,7.0,0.6196011042783123,0.6196011042783123,0.49770705480004057,0.24808048213241288,-0.12296573771693674,-0.13094050313372546,weekly
1756caad,Others,2042-02-03 00:00:00+00:00,NL,small,0,64123,710,64833,38,0.6180069010710325,7.0,0.6180069010710325,0.6180069010710325,0.49778032347437706,-0.0182831048059067,-0.06011212697437667,-0.039588326048529215,weekly
856ed31c,Ticketing & events,2039-04-05 00:00:00+00:00,FR,small,0,37728128,0,37728128,324,0.6092043300894581,7.0,0.6092043300894581,0.6092043300894581,0.5364995146294541,0.46487312887239834,0.26152131445218096,-0.010608110628052692,weekly
3adddcde,Grocery & food stores,2041-06-08 00:00:00+00:00,GB,small,0,10912921,0,10912921,321,0.6055476078443085,7.0,0.6055476078443085,0.6055476078443085,0.5289289038028365,0.23365057039922554,0.011409183916756585,-0.12879685064715182,weekly
c89ada95,Others,2041-10-12 00:00:00+00:00,FR,small,0,587075401,0,587075401,254,0.6044166252166704,7.0,0.6044166252166704,0.6044166252166704,0.5249543636067496,0.4065235795794218,0.2312577049859218,0.05138607245447407,weekly
0a7d7b12,Clothing & accessory,2042-02-18 00:00:00+00:00,GB,small,0,2342270,0,2342270,111,0.6038698524361737,7.0,0.6038698524361737,0.6038698524361737,0.5649069466746828,0.4258407333987554,0.24873463971571275,0.09351191491337715,weekly
d8e1936a,Food & drink,2041-05-01 00:00:00+00:00,LU,small,0,1093068,0,1093068,117,0.6025451470630716,7.0,0.6025451470630716,0.6025451470630716,0.4704894949558067,0.18424573360367333,0.10208354668465748,0.17843118591617624,weekly
b0b3c4c2,Food & drink,2041-11-04 00:00:00+00:00,AU,small,0,1855232,0,1855232,160,0.59878890349192,7.0,0.59878890349192,0.59878890349192,0.462603038613934,0.17219048810322404,0.11478086235950537,0.16444351111085156,weekly
51b4841b,Business services,2040-11-24 00:00:00+00:00,US,large,0,45175000,0,45175000,329,0.5971670092354725,7.0,0.5971670092354725,0.5971670092354725,0.5505652818150581,-0.13239099256827178,-0.21891780813579007,0.4281042433807619,weekly
eed91105,Merchandise,2041-04-09 00:00:00+00:00,NZ,small,0,4811831,0,4811831,410,0.5969691416574163,7.0,0.5969691416574163,0.5969691416574163,0.5087671186043881,0.30528797467254803,0.024079052537724865,-0.07891776360315807,weekly
58b1aadd,Ticketing & events,2041-04-07 00:00:00+00:00,NL,small,0,7742618,0,7742618,118,0.5937147955625361,7.0,0.5937147955625361,0.5937147955625361,0.5253275918901822,0.3093849942335555,0.11175553108156734,-0.02363980506321024,weekly
7673360,Healthcare,2039-08-05 00:00:00+00:00,AU,small,0,4155237,0,4155237,332,0.5921981149474188,7.0,0.5921981149474188,0.5921981149474188,0.4910252972943768,0.18868909839295622,0.04489738667348315,0.11443323444626505,weekly
5a5ac25d,Leisure,2041-07-07 00:00:00+00:00,GB,small,0,306068,0,1681264,323,0.5921061171816864,7.0,0.5921061171816864,0.5921061171816864,0.4899295532644645,0.3971866087074436,0.16652583039678323,-0.002727852624247778,weekly
7d00ec5c,Others,2041-09-08 00:00:00+00:00,IE,small,0,0,194005,2131137,141,0.5872558443968549,7.0,0.5872558443968549,0.5872558443968549,0.34188309158830554,-0.010331214661060722,-0.010760593990714502,-0.010437828284560783,weekly
aee41dbc,"Religion, politics & other memberships",2039-03-12 00:00:00+00:00,GB,small,0,15781972,0,15781972,194,0.5854129711261064,7.0,0.5854129711261064,0.5854129711261064,0.5572977246255989,0.37007105199308954,0.2501672303859855,0.27557255094591243,weekly
99595245,Business services,2042-01-25 00:00:00+00:00,AT,small,0,0,6287383,6287383,89,0.578432483694799,7.0,0.578432483694799,0.578432483694799,0.41739868557783105,0.287689619378176,0.006296598808867397,0.01338910123026103,weekly
7350f232,"Medical services, drugs, testing labs & equipment medium",2041-11-16 00:00:00+00:00,US,medium,0,11208400,0,26784890,180,0.577317032186067,7.0,0.577317032186067,0.577317032186067,0.4369004647677382,-0.004048109415414824,-0.008096218830829668,-0.012279265226758335,weekly
7adbc63f,Automotive parts and repair/service shops,2040-08-18 00:00:00+00:00,LT,small,0,0,1796874,43563432,101,0.5759786758639334,7.0,0.5759786758639334,0.5759786758639334,0.436381855577724,0.4046304858499847,0.1721024183638594,-0.02461161407541824,weekly
195a8557,Transportation & car rental,2038-06-14 00:00:00+00:00,US,small,0,15811055,0,21569666,349,0.5721964201295695,7.0,0.5721964201295695,0.5721964201295695,0.5432672231680915,0.40034189467842257,0.25409184030998394,0.06660456545068581,weekly
50e2c8b0,Grocery & food stores,2039-09-09 00:00:00+00:00,AU,small,0,19931290,0,29586568,325,0.571560942884547,7.0,0.571560942884547,0.571560942884547,0.5223419436975918,0.04191640418467762,-0.0963637103398426,0.22568917223174828,weekly
cc4aaeb4,Digital goods,2042-01-09 00:00:00+00:00,CH,small,0,0,716841,716841,73,0.5705554966348129,7.0,0.5705554966348129,0.5705554966348129,0.47154977122432506,0.14113031146638305,0.0691422781386456,0.12094127407112273,weekly
207a03c0,Leisure,2041-04-14 00:00:00+00:00,GB,small,0,14455110,0,14455110,70,0.5675135233940259,7.0,0.5675135233940259,0.5675135233940259,0.523308605143496,0.3401104854321405,0.06393795626778448,-0.03053045750260407,weekly
1005bcd6,Education,2042-01-04 00:00:00+00:00,GB,small,0,1281023,0,1281023,132,0.5594800089487926,7.0,0.5594800089487926,0.5594800089487926,0.5286730184729527,0.07729497922646797,0.10666126593772222,0.21429785863588252,weekly
d73eeee7,Software,2040-01-20 00:00:00+00:00,DE,small,0,932626,0,1428976,386,0.5576884130986055,7.0,0.5576884130986055,0.5576884130986055,0.4684356295728486,0.4113139932199097,0.24505856296246917,0.18145050271220203,weekly
f2b492bb,Business services,2042-04-14 00:00:00+00:00,IE,small,0,0,3797480,3834760,40,0.5569832722038355,7.0,0.5569832722038355,0.5569832722038355,0.4236621550090601,0.16851849021164075,-0.011034769816117392,-0.017259959945138747,weekly
23ffb6d0,"Medical services, drugs, testing labs & equipment medium",2041-10-20 00:00:00+00:00,ES,small,0,0,1584968,1584968,183,0.5569394692216031,7.0,0.5569394692216031,0.5569394692216031,0.5310551193105945,0.20026714536543633,0.015716264440388948,0.24197230565470237,weekly
ab11c2de,Software,2041-01-28 00:00:00+00:00,US,small,0,1853800,0,1853800,83,0.5567348014709815,14.0,0.5567348014709815,0.5443764998855558,0.5567348014709815,-0.06526451392657309,-0.05644661185371572,0.1110468678139534,biweekly
4d7998ae,Education,2040-07-01 00:00:00+00:00,US,small,0,73599550,0,73599550,312,0.5539990897302258,7.0,0.5539990897302258,0.5539990897302258,0.5247483344997048,-0.1481571521626033,-0.0832898958740066,0.35137641447049445,weekly
ab9d2814,Business services,2042-02-01 00:00:00+00:00,BE,small,0,2835941,0,2835941,134,0.5521830471946002,7.0,0.5521830471946002,0.5521830471946002,0.4709298032825889,0.34613279929971325,0.22474798290904308,0.15296004517341785,weekly
595f9b72,Travel & lodging,2041-09-24 00:00:00+00:00,MX,small,0,0,2079550,2080034,44,0.5477094212652079,7.0,0.5477094212652079,0.5477094212652079,0.39241909812158443,0.17087189228439786,-0.08810831022604848,-0.09584242292047843,weekly
6c5c265b,Ticketing & events,2041-08-14 00:00:00+00:00,DE,small,0,2706774,0,2706774,44,0.5468940211239331,7.0,0.5468940211239331,0.5468940211239331,0.46907492473403284,0.12280637353730844,-0.0892565055689686,-0.09504510739457116,weekly
feb5e4d0,Leisure,2041-11-16 00:00:00+00:00,BE,small,0,1518755,0,2544629,122,0.5450808064720826,7.0,0.5450808064720826,0.5450808064720826,0.5201974360154933,0.35335378838139764,0.046083398487672254,-0.06663658446163372,weekly
3b22aa12,Business services,2042-04-28 00:00:00+00:00,PL,large,0,790661,0,790661,34,0.544825272399009,7.0,0.544825272399009,0.544825272399009,0.4830781035638588,0.030904044310566432,-0.008204837278598474,-0.012444003205874354,weekly
8958d471,Leisure,2042-01-03 00:00:00+00:00,IT,small,0,17112226,0,17112226,165,0.5426066723888527,7.0,0.5426066723888527,0.5426066723888527,0.5316093526136432,0.18933544004298522,0.19976406202142408,0.14681207341872746,weekly
c78ecfdb,Merchandise,2040-08-27 00:00:00+00:00,HK,small,0,6961000,0,6961000,418,0.5408015670816427,14.0,0.5408015670816427,0.5364426974215262,0.5408015670816427,0.43059114417993904,0.23438636168198274,0.1645239680889543,biweekly
839bb34a,Food & drink,2040-06-06 00:00:00+00:00,GB,small,0,4446588,0,4446588,341,0.5405841011132264,14.0,0.5405841011132264,0.4621621138803485,0.5405841011132264,-0.013969048374430647,-0.27500809459072567,0.33949326487827697,biweekly
b0d7a9af,Education,2041-01-28 00:00:00+00:00,IN,large,0,12032057,68866,20707993,402,0.5396949909601657,7.0,0.5396949909601657,0.5396949909601657,0.4532715388852053,0.30680207802922016,0.1412975279905655,0.013193707177465944,weekly
9d13f2b2,Software,2042-03-02 00:00:00+00:00,GB,small,0,2085537,0,2164281,113,0.5391061396534825,7.0,0.5391061396534825,0.5391061396534825,0.45263718723653634,0.3663424821579267,0.22015965740120552,0.033345209932313824,weekly
bbd6b212,Education,2041-12-10 00:00:00+00:00,CH,small,0,4656084,0,4656084,51,0.5366206077006701,7.0,0.5366206077006701,0.5366206077006701,0.32723285322714857,0.04329331607518408,0.06587942906960048,-0.09668302210280172,weekly
cdcdf21b,Others,2041-11-24 00:00:00+00:00,US,small,0,750087,0,750087,111,0.536287463590493,7.0,0.536287463590493,0.536287463590493,0.38420491424884845,0.1372008860584168,-0.0016779378173653017,-0.05718903398770648,weekly
